 Name,Email ID,Attendence,College Name,,CGPA,Speaking Skills,ML Knowledge,Placement Status
Joyli ,joyli@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,7.1,5,5,0
Joel Syrus,joelsyrus@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.1,2,2,0
manuel,manuel@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.5,2,2,0
Aditya,aditya@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.2,3,3,0
Sachi,sachi@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.9,4,4,0
Jesica,jesica@xyz.com,95%,silicon institute of technology,,7.3,5,5,0
Vinyas,vinyas@xyz.com,95%,adhiyamaan college of engineering,,7.3,4,4,0
Vivan,vivan@xyz.com,95%,don bosco college of engineering fatorda goa,,7.8,4,4,0
Max,max@xyz.com,95%,pillai college of engineering new panvel,,9.1,5,5,0
Sven ,sven@xyz.com,95%,st xavier's college ,,6.9,3,3,0
JYOTHIS,jyothis@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.4,2,2,0
Sherwin,sherwin@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,6.7,3,3,0
Rohit,rohit@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.2,3,3,0
Nealon,nealon@xyz.com,95%,government polytechnic gandhinagar,,7.3,5,5,0
Harshavardhan,harshavardhan@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.9,4,4,0
Gurliv Singh,gurlivsingh@xyz.com,95%,"vishwakarma institute of technology, pune",,9.9,5,5,0
Dhwani,dhwani@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.6,2,2,0
Arpan ,arpan@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.3,4,4,0
Sakshi,sakshi@xyz.com,95%,government polytechnic gandhinagar,,6.4,4,4,0
Pearl,pearl@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.4,3,3,0
Mayur,mayur@xyz.com,95%,"vishwakarma institute of technology, pune",,6.6,2,2,0
Darren ,darren@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.8,3,3,0
Mukesh ,mukesh@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.7,4,4,0
ABHISHEK,abhishek@xyz.com,95%,st.francis institute of technology,,7.2,5,5,0
Froyston,froyston@xyz.com,95%,new horizon institute of technology and management ,,7.1,2,2,0
Ankur,ankur@xyz.com,95%,late g. n. sapkal college of engineering,,8,3,3,0
ADITYA,aditya@xyz.com,95%,"symbiosis institute of technology, pune",,8.5,4,4,0
Mayuresh,mayuresh@xyz.com,95%,"mit academy of engineering ,alandi",,8.5,5,5,0
Vaishnavi,vaishnavi@xyz.com,95%,a. c. patil college of engineering,,9.1,2,2,0
Aditya,aditya@xyz.com,95%,wilson college ,,9.7,4,4,0
Sahil,sahil@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.7,3,3,0
Dishant,dishant@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.5,5,5,0
Harshal,harshal@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.8,5,5,0
Akshay,akshay@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.3,2,2,0
Kedar,kedar@xyz.com,95%,government polytechnic gandhinagar,,7.6,2,2,0
Varun,varun@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.5,4,4,0
Sharon,sharon@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,4,4,0
Aniket,aniket@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.1,2,2,0
Adwait,adwait@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.2,5,5,0
Manan,manan@xyz.com,95%,st.francis institute of technology,,7.3,3,3,0
Prachi,prachi@xyz.com,95%,new horizon institute of technology and management ,,7.6,5,5,0
Nishant,nishant@xyz.com,95%,late g. n. sapkal college of engineering,,7.1,5,5,0
Charit,charit@xyz.com,95%,"symbiosis institute of technology, pune",,8.3,4,4,0
Sahil ,sahil@xyz.com,95%,"mit academy of engineering ,alandi",,9.2,5,5,0
Deepak ,deepak@xyz.com,95%,a. c. patil college of engineering,,9.9,3,3,0
Kaylynn,kaylynn@xyz.com,95%,wilson college ,,9.3,5,5,0
Joel,joel@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.1,5,5,0
Vedang,vedang@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.5,2,2,0
Tejaswini,tejaswini@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,4,4,0
Aldrich,aldrich@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.4,5,5,0
Sapana,sapana@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.3,4,4,0
Ian ,ian@xyz.com,95%,silicon institute of technology,,7.4,4,4,0
Shloka,shloka@xyz.com,95%,adhiyamaan college of engineering,,6.7,3,3,0
Pranav,pranav@xyz.com,95%,don bosco college of engineering fatorda goa,,7.3,3,3,0
Dhanashri,dhanashri@xyz.com,95%,pillai college of engineering new panvel,,9.7,2,2,0
Jeevan,jeevan@xyz.com,95%,st xavier's college ,,7.9,3,3,0
Aditi,aditi@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.2,4,4,0
Asit,asit@xyz.com,95%,government polytechnic gandhinagar,,7.1,5,5,0
Rohit ,rohit@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.7,5,5,0
Kumar,kumar@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,4,4,0
Jagruti,jagruti@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.2,3,3,0
Mayuri,mayuri@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.8,4,4,0
Dimple,dimple@xyz.com,95%,st.francis institute of technology,,7.1,4,4,0
Umesh,umesh@xyz.com,95%,new horizon institute of technology and management ,,8.5,4,4,0
Shantanu,shantanu@xyz.com,95%,late g. n. sapkal college of engineering,,9.1,5,5,0
Puja,puja@xyz.com,95%,"symbiosis institute of technology, pune",,9.5,2,2,0
PawanKumar,pawankumar@xyz.com,95%,"mit academy of engineering ,alandi",,6.7,2,2,0
Sachin,sachin@xyz.com,95%,a. c. patil college of engineering,,6.7,5,5,0
Kanak,kanak@xyz.com,95%,wilson college ,,8.2,3,3,0
Prajakta,prajakta@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.5,2,2,0
TEJAS,tejas@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.7,2,2,0
Manali ,manali@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.1,2,2,0
Shrutika,shrutika@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.9,4,4,0
Reuel,reuel@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.4,4,4,0
Yash,yash@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.3,5,5,0
Hrutuja,hrutuja@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.6,4,4,0
Aryan,aryan@xyz.com,95%,silicon institute of technology,,9.2,2,2,0
Payal,payal@xyz.com,95%,adhiyamaan college of engineering,,7.8,5,5,0
Misba,misba@xyz.com,95%,don bosco college of engineering fatorda goa,,7.9,2,2,0
Tejaswini,tejaswini@xyz.com,95%,pillai college of engineering new panvel,,9.9,2,2,0
Nivedita,nivedita@xyz.com,95%,st xavier's college ,,8.1,2,2,0
Resham,resham@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.5,3,3,0
Rukmini,rukmini@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,9.8,3,3,0
Shruti,shruti@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.6,4,4,0
Sukanya,sukanya@xyz.com,95%,government polytechnic gandhinagar,,9.6,5,5,0
Prathmesh ,prathmesh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.2,3,3,0
Vaishnavi,vaishnavi@xyz.com,95%,"vishwakarma institute of technology, pune",,9.1,4,4,0
Mausam,mausam@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.2,4,4,0
Komal ,komal@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.5,3,3,0
Shweta,shweta@xyz.com,95%,government polytechnic gandhinagar,,6.8,2,2,0
Sanket,sanket@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.4,3,3,0
Akanksha,akanksha@xyz.com,95%,"vishwakarma institute of technology, pune",,9.9,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.6,4,4,0
Pooja,pooja@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.7,4,4,0
Srushti,srushti@xyz.com,95%,st.francis institute of technology,,7.6,5,5,0
Adesh,adesh@xyz.com,95%,new horizon institute of technology and management ,,8.3,5,5,0
Aishwarya,aishwarya@xyz.com,95%,late g. n. sapkal college of engineering,,6.3,2,2,0
Sayal,sayal@xyz.com,95%,"symbiosis institute of technology, pune",,8.9,2,2,0
Avi ,avi@xyz.com,95%,"mit academy of engineering ,alandi",,9.5,4,4,0
Viraj,viraj@xyz.com,95%,a. c. patil college of engineering,,8.5,2,2,0
Asif,asif@xyz.com,95%,wilson college ,,8.5,4,4,0
Bhavesh,bhavesh@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.8,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.9,3,3,0
Aayesha ,aayesha@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.5,5,5,0
Hrushikesh,hrushikesh@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.3,2,2,0
Shaival ,shaival@xyz.com,95%,government polytechnic gandhinagar,,6.4,5,5,0
Vishal,vishal@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.5,3,3,0
Tejas,tejas@xyz.com,95%,d y patil institute of mca and management akurdi pune,,7.7,4,4,0
Sneha,sneha@xyz.com,95%,ap shah institute of technology ,,9.9,4,4,0
Deep,deep@xyz.com,95%,don bosco college of engineering fatorda goa,,7.6,4,4,0
Rutik,rutik@xyz.com,95%,pillai college of engineering new panvel,,7.9,5,5,0
Vaishali,vaishali@xyz.com,95%,st xavier's college ,,7.7,5,5,0
Prabhakar,prabhakar@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.4,3,3,0
Nikita,nikita@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,9.2,2,2,0
Mufaddal,mufaddal@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.6,4,4,0
Sharvin,sharvin@xyz.com,95%,government polytechnic gandhinagar,,8.7,4,4,0
Gayatri,gayatri@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.5,5,5,0
Atish,atish@xyz.com,95%,"vishwakarma institute of technology, pune",,6.9,4,4,0
Shashank,shashank@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.2,4,4,0
Ravi,ravi@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.9,3,3,0
Ashish,ashish@xyz.com,95%,st.francis institute of technology,,7.2,2,2,0
Omkar,omkar@xyz.com,95%,new horizon institute of technology and management ,,7.5,4,4,0
Varsha,varsha@xyz.com,95%,late g. n. sapkal college of engineering,,6.5,4,4,0
Neha,neha@xyz.com,95%,"symbiosis institute of technology, pune",,7.5,5,5,0
Pragati,pragati@xyz.com,95%,"mit academy of engineering ,alandi",,6.9,3,3,0
Radha,radha@xyz.com,95%,a. c. patil college of engineering,,7.6,3,3,0
Roshan ,roshan@xyz.com,95%,wilson college ,,6.5,5,5,0
Tejal,tejal@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.3,3,3,0
Preeti,preeti@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.7,2,2,0
Ashwini,ashwini@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,8.7,2,2,0
NILESH,nilesh@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,6.7,3,3,0
Macville,macville@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9,3,3,0
Sanket,sanket@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.2,4,4,0
Gaurav,gaurav@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.5,5,5,0
Prathamesh,prathamesh@xyz.com,95%,silicon institute of technology,,6.5,3,3,0
L.R.,l.r.@xyz.com,95%,adhiyamaan college of engineering,,6.6,2,2,0
Rushikesh,rushikesh@xyz.com,95%,don bosco college of engineering fatorda goa,,9.5,2,2,0
Ankita ,ankita@xyz.com,95%,pillai college of engineering new panvel,,8.1,3,3,0
Shrushti,shrushti@xyz.com,95%,st xavier's college ,,9.7,4,4,0
Nisrin,nisrin@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.3,3,3,0
Deepak,deepak@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,9.1,2,2,0
Mohit,mohit@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.6,4,4,0
Vidita ,vidita@xyz.com,95%,government polytechnic gandhinagar,,7.8,5,5,0
Piyush,piyush@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.9,5,5,0
Aayush,aayush@xyz.com,95%,"vishwakarma institute of technology, pune",,8.5,2,2,0
Samhita,samhita@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.7,5,5,0
VARAD,varad@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.3,3,3,0
Shweta,shweta@xyz.com,95%,government polytechnic gandhinagar,,9.4,4,4,0
Neha,neha@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.6,4,4,0
Bevan ,bevan@xyz.com,95%,"vishwakarma institute of technology, pune",,8.5,5,5,0
Prajwal,prajwal@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.1,5,5,0
Prajakta ,prajakta@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.7,5,5,0
AYUSHI,ayushi@xyz.com,95%,st.francis institute of technology,,7.5,2,2,0
REMESH,remesh@xyz.com,95%,new horizon institute of technology and management ,,7.2,5,5,0
Ruchika,ruchika@xyz.com,95%,late g. n. sapkal college of engineering,,7.6,5,5,0
Siddhi ,siddhi@xyz.com,95%,"symbiosis institute of technology, pune",,7.3,3,3,0
Ravu,ravu@xyz.com,95%,"mit academy of engineering ,alandi",,7.3,3,3,0
Suyog,suyog@xyz.com,95%,a. c. patil college of engineering,,9.4,2,2,0
Rakesh ,rakesh@xyz.com,95%,wilson college ,,6.6,5,5,0
Aishwarya,aishwarya@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.6,3,3,0
Karan,karan@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.5,4,4,0
Beryl,beryl@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.7,4,4,0
Komal,komal@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.1,3,3,0
Harsh,harsh@xyz.com,95%,government polytechnic gandhinagar,,7.9,4,4,0
Prathamesh,prathamesh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.1,4,4,0
Mansi,mansi@xyz.com,95%,"vishwakarma institute of technology, pune",,8.3,5,5,0
Prashantkumar,prashantkumar@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.7,4,4,0
Akash,akash@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8,5,5,0
Divya,divya@xyz.com,95%,st.francis institute of technology,,6.5,4,4,0
Kiran,kiran@xyz.com,95%,new horizon institute of technology and management ,,9.4,4,4,0
Kundan ,kundan@xyz.com,95%,late g. n. sapkal college of engineering,,6.8,3,3,0
Akshay,akshay@xyz.com,95%,"symbiosis institute of technology, pune",,6.7,3,3,0
SUMERU,sumeru@xyz.com,95%,"mit academy of engineering ,alandi",,7.9,2,2,0
sagar,sagar@xyz.com,95%,a. c. patil college of engineering,,9.3,3,3,0
Dilip,dilip@xyz.com,95%,wilson college ,,6.9,2,2,0
Harsh,harsh@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.9,4,4,0
Karan ,karan@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.3,5,5,0
Prachi,prachi@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.2,5,5,0
Pooja,pooja@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.1,5,5,0
Onkar,onkar@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.5,5,5,0
Sakshi,sakshi@xyz.com,95%,silicon institute of technology,,9.6,4,4,0
Anand,anand@xyz.com,95%,adhiyamaan college of engineering,,7.5,2,2,0
Manasi,manasi@xyz.com,95%,don bosco college of engineering fatorda goa,,7.9,3,3,0
Shivam,shivam@xyz.com,95%,pillai college of engineering new panvel,,9.3,2,2,0
Arpita ,arpita@xyz.com,95%,st xavier's college ,,9.6,5,5,0
Suyash ,suyash@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.1,2,2,0
Mihir,mihir@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.3,2,2,0
Meghanath,meghanath@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,4,4,0
Sonu,sonu@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.6,4,4,0
Soham,soham@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8,5,5,0
Aishwarya ,aishwarya@xyz.com,95%,silicon institute of technology,,7.2,4,4,0
Ganesh,ganesh@xyz.com,95%,adhiyamaan college of engineering,,9.1,3,3,0
Abhijeet,abhijeet@xyz.com,95%,don bosco college of engineering fatorda goa,,6.7,2,2,0
Yogesh,yogesh@xyz.com,95%,pillai college of engineering new panvel,,7.1,4,4,0
Rushikesh ,rushikesh@xyz.com,95%,st xavier's college ,,7.1,3,3,0
kavi,kavi@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.5,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,a. c. patil college of engineering,,9.2,4,4,0
Shubhangi,shubhangi@xyz.com,95%,wilson college ,,7.9,2,2,0
Nita,nita@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.3,2,2,0
Ankita ,ankita@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.3,3,3,0
Mihir,mihir@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.8,3,3,0
Arpit,arpit@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.1,5,5,0
Natasha,natasha@xyz.com,95%,government polytechnic gandhinagar,,6.9,2,2,0
Tushar,tushar@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.4,5,5,0
Rishi Raj,rishiraj@xyz.com,95%,"vishwakarma institute of technology, pune",,6.7,4,4,0
Atul,atul@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.2,5,5,0
Lucky ,lucky@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,3,3,0
Malay,malay@xyz.com,95%,st.francis institute of technology,,7.9,5,5,0
amit,amit@xyz.com,95%,new horizon institute of technology and management ,,9.9,5,5,0
Sachin,sachin@xyz.com,95%,late g. n. sapkal college of engineering,,7.6,4,4,0
Sanket,sanket@xyz.com,95%,"symbiosis institute of technology, pune",,9.3,5,5,0
Keshav,keshav@xyz.com,95%,"mit academy of engineering ,alandi",,6.4,5,5,0
Sunita,sunita@xyz.com,95%,a. c. patil college of engineering,,8.4,3,3,0
Shouvik,shouvik@xyz.com,95%,wilson college ,,6.6,4,4,0
Rashmi ,rashmi@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.8,3,3,0
Yadunandan,yadunandan@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.7,3,3,0
Aniket ,aniket@xyz.com,95%,"mit academy of engineering ,alandi",,7.2,4,4,0
Jagan,jagan@xyz.com,95%,a. c. patil college of engineering,,7.1,4,4,0
Sachin,sachin@xyz.com,95%,wilson college ,,8,4,4,0
Aditya ,aditya@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.5,4,4,0
Pratik,pratik@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.5,3,3,0
Shraddha ,shraddha@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.1,5,5,0
Akash,akash@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,9.7,3,3,0
R L Suraj,rlsuraj@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.7,3,3,0
Amit,amit@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.5,2,2,0
Ayush,ayush@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.8,4,4,0
Chaitanya,chaitanya@xyz.com,95%,silicon institute of technology,,9.3,2,2,0
Vijay Prasanna,vijayprasanna@xyz.com,95%,adhiyamaan college of engineering,,7.6,5,5,0
Mithilesh,mithilesh@xyz.com,95%,don bosco college of engineering fatorda goa,,6.5,3,3,0
Siddhesh,siddhesh@xyz.com,95%,pillai college of engineering new panvel,,8.7,2,2,0
Aarcha,aarcha@xyz.com,95%,st xavier's college ,,9.1,5,5,0
Shlok,shlok@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.2,3,3,0
Aniruddha,aniruddha@xyz.com,95%,a. c. patil college of engineering,,7.3,2,2,0
Onkar,onkar@xyz.com,95%,wilson college ,,7.6,4,4,0
Kunal ,kunal@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.1,3,3,0
Onkar,onkar@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.3,4,4,0
Omkar,omkar@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.2,2,2,0
Atul ,atul@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.9,4,4,0
Yogesh,yogesh@xyz.com,95%,government polytechnic gandhinagar,,9.3,4,4,0
Ashuraj ,ashuraj@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.1,4,4,0
Saiprasad,saiprasad@xyz.com,95%,"vishwakarma institute of technology, pune",,7.5,3,3,0
Vedang,vedang@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.3,5,5,0
Shriya,shriya@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.4,2,2,0
Gauri,gauri@xyz.com,95%,st.francis institute of technology,,8.3,5,5,0
Rutuja,rutuja@xyz.com,95%,new horizon institute of technology and management ,,7.4,2,2,0
Raj,raj@xyz.com,95%,late g. n. sapkal college of engineering,,6.7,3,3,0
Harsh,harsh@xyz.com,95%,"symbiosis institute of technology, pune",,7.3,2,2,0
Tejas ,tejas@xyz.com,95%,"mit academy of engineering ,alandi",,9.7,3,3,0
Saurabh,saurabh@xyz.com,95%,a. c. patil college of engineering,,7.9,5,5,0
Sameer,sameer@xyz.com,95%,wilson college ,,7.2,2,2,0
Siya,siya@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.1,3,3,0
Neeraj,neeraj@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.7,5,5,0
kriti,kriti@xyz.com,95%,"mit academy of engineering ,alandi",,8.7,4,4,0
Shreya,shreya@xyz.com,95%,a. c. patil college of engineering,,8.2,3,3,0
Disha ,disha@xyz.com,95%,wilson college ,,6.8,2,2,0
vedant,vedant@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.1,2,2,0
Angad,angad@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.5,5,5,0
Ruthwick,ruthwick@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.1,2,2,0
Dhananjay,dhananjay@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,9.5,3,3,0
Bineesh,bineesh@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.7,5,5,0
Manoj,manoj@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.7,4,4,0
Parag,parag@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.2,5,5,0
Janvi,janvi@xyz.com,95%,silicon institute of technology,,6.5,2,2,0
Yoshita,yoshita@xyz.com,95%,adhiyamaan college of engineering,,8.7,3,3,0
Shivam,shivam@xyz.com,95%,don bosco college of engineering fatorda goa,,9.1,5,5,0
Girish,girish@xyz.com,95%,pillai college of engineering new panvel,,8.9,5,5,0
Ankita,ankita@xyz.com,95%,st xavier's college ,,7.4,3,3,0
Vaishnavi ,vaishnavi@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.3,4,4,0
Aman,aman@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.6,3,3,0
Taj,taj@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.2,2,2,0
Siddhi,siddhi@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.8,4,4,0
Asmita,asmita@xyz.com,95%,silicon institute of technology,,7.9,4,4,0
PRIYANKA ,priyanka@xyz.com,95%,adhiyamaan college of engineering,,9.9,2,2,0
Ganesh,ganesh@xyz.com,95%,don bosco college of engineering fatorda goa,,8.1,2,2,0
Vedant,vedant@xyz.com,95%,pillai college of engineering new panvel,,9.5,5,5,0
Ayusha ,ayusha@xyz.com,95%,st xavier's college ,,9.8,3,3,0
Rounak,rounak@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.6,5,5,0
Shubham,shubham@xyz.com,95%,government polytechnic gandhinagar,,9.6,2,2,0
Vikranth,vikranth@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.2,4,4,0
Dhanashree,dhanashree@xyz.com,95%,"vishwakarma institute of technology, pune",,9.1,5,5,0
Swapnali ,swapnali@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.2,3,3,0
Muskan ,muskan@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.5,2,2,0
Shivam,shivam@xyz.com,95%,st.francis institute of technology,,6.8,5,5,0
Mihir,mihir@xyz.com,95%,new horizon institute of technology and management ,,8.4,3,3,0
Omkar,omkar@xyz.com,95%,late g. n. sapkal college of engineering,,9.9,4,4,0
Sonu,sonu@xyz.com,95%,"symbiosis institute of technology, pune",,6.6,2,2,0
Aniket,aniket@xyz.com,95%,"mit academy of engineering ,alandi",,6.7,4,4,0
Abhishek,abhishek@xyz.com,95%,a. c. patil college of engineering,,7.6,4,4,0
Shazma,shazma@xyz.com,95%,wilson college ,,8.3,5,5,0
Ved ,ved@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.3,4,4,0
Pratik ,pratik@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.9,4,4,0
Nikita,nikita@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.5,4,4,0
Ashwini ,ashwini@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.5,4,4,0
Jheanna Mae,jheannamae@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.5,5,5,0
Krishna,krishna@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.8,2,2,0
Aniket,aniket@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.9,4,4,0
VIDIT,vidit@xyz.com,95%,silicon institute of technology,,7.5,5,5,0
PRERNA ,prerna@xyz.com,95%,adhiyamaan college of engineering,,8.3,2,2,0
Shazib ,shazib@xyz.com,95%,don bosco college of engineering fatorda goa,,6.4,2,2,0
